"id","price","date_stamp","issn","influence_id","url","license"
12120,3000,"2016-08-11","1557-1920","NULL","NULL",NA
12121,3000,"2016-08-11","1573-1111","NULL","NULL",NA
12122,3000,"2016-08-11","2363-9962","NULL","NULL",NA
12123,3000,"2016-08-11","1573-0395","NULL","NULL",NA
12124,3000,"2016-08-11","1476-5535","NULL","NULL",NA
12125,3000,"2016-08-11","1573-7012","NULL","NULL",NA
12126,3000,"2016-08-11","1866-6906","NULL","NULL",NA
12127,3000,"2016-08-11","1573-2665","NULL","NULL",NA
12128,3000,"2016-08-11","1574-1451","NULL","NULL",NA
12129,3000,"2016-08-11","1572-8889","NULL","NULL",NA
12130,3000,"2016-08-11","1572-9753","NULL","NULL",NA
12131,3000,"2016-08-11","2250-2157","NULL","NULL",NA
12132,3000,"2016-08-11","2250-2114","NULL","NULL",NA
12133,3000,"2016-08-11","2250-0553","NULL","NULL",NA
12134,3000,"2016-08-11","2250-2130","NULL","NULL",NA
12135,3000,"2016-08-11","2250-2491","NULL","NULL",NA
12136,3000,"2016-08-11","1573-7675","NULL","NULL",NA
12137,3000,"2016-08-11","1572-8145","NULL","NULL",NA
12138,3000,"2016-08-11","1573-0409","NULL","NULL",NA
12139,3000,"2016-08-11","1573-7349","NULL","NULL",NA
12140,3000,"2016-08-11","1874-6365","NULL","NULL",NA
12141,3000,"2016-08-11","1572-8595","NULL","NULL",NA
12142,3000,"2016-08-11","1735-2428","NULL","NULL",NA
12143,3000,"2016-08-11","1868-7873","NULL","NULL",NA
12144,3000,"2016-08-11","1976-8524","NULL","NULL",NA
12145,3000,"2016-08-11","1936-4768","NULL","NULL",NA
12146,3000,"2016-08-11","1572-9583","NULL","NULL",NA
12147,3000,"2016-08-11","1573-7357","NULL","NULL",NA
12148,3000,"2016-08-11","1573-7055","NULL","NULL",NA
12149,3000,"2016-08-11","1573-7039","NULL","NULL",NA
12150,3000,"2016-08-11","2191-477X","NULL","NULL",NA
12151,3000,"2016-08-11","1572-963X","NULL","NULL",NA
12152,3000,"2016-08-11","1437-8213","NULL","NULL",NA
12153,3000,"2016-08-11","1557-2293","NULL","NULL",NA
12154,3000,"2016-08-11","1611-8227","NULL","NULL",NA
12155,3000,"2016-08-11","1544-1024","NULL","NULL",NA
12156,3000,"2016-08-11","1573-4803","NULL","NULL",NA
12157,3000,"2016-08-11","1573-482X","NULL","NULL",NA
12158,3000,"2016-08-11","1573-4838","NULL","NULL",NA
12159,3000,"2016-08-11","1432-1416","NULL","NULL",NA
12160,3000,"2016-08-11","1572-8897","NULL","NULL",NA
12161,3000,"2016-08-11","1422-6952","NULL","NULL",NA
12162,3000,"2016-08-11","1573-7683","NULL","NULL",NA
12163,3000,"2016-08-11","2214-2495","NULL","NULL",NA
12164,3000,"2016-08-11","1573-1820","NULL","NULL",NA
12165,3000,"2016-08-11","2199-4757","NULL","NULL",NA
12166,3000,"2016-08-11","1573-3645","NULL","NULL",NA
12167,3000,"2016-08-11","1573-689X","NULL","NULL",NA
12168,3000,"2016-08-11","1937-6995","NULL","NULL",NA
12169,3000,"2016-08-11","2036-3877","NULL","NULL",NA
12170,3000,"2016-08-11","1432-1424","NULL","NULL",NA
12171,3000,"2016-08-11","2194-6426","NULL","NULL",NA
12172,3000,"2016-08-11","1432-1432","NULL","NULL",NA
12173,3000,"2016-08-11","1567-2387","NULL","NULL",NA
12174,3000,"2016-08-11","1432-1440","NULL","NULL",NA
12175,3000,"2016-08-11","0948-5023","NULL","NULL",NA
12176,3000,"2016-08-11","1559-1166","NULL","NULL",NA
12177,3000,"2016-08-11","1783-8738","NULL","NULL",NA
12178,3000,"2016-08-11","1573-2657","NULL","NULL",NA
12179,3000,"2016-08-11","1572-896X","NULL","NULL",NA
12180,3000,"2016-08-11","1861-0293","NULL","NULL",NA
12181,3000,"2016-08-11","1724-6059","NULL","NULL",NA
12182,3000,"2016-08-11","1573-7705","NULL","NULL",NA
12183,3000,"2016-08-11","1435-1463","NULL","NULL",NA
12184,3000,"2016-08-11","1557-1904","NULL","NULL",NA
12185,3000,"2016-08-11","1432-1459","NULL","NULL",NA
12186,3000,"2016-08-11","1573-7373","NULL","NULL",NA
12187,3000,"2016-08-11","1538-2443","NULL","NULL",NA
12188,3000,"2016-08-11","1573-4862","NULL","NULL",NA
12189,3000,"2016-08-11","1432-1467","NULL","NULL",NA
12190,3000,"2016-08-11","1573-3653","NULL","NULL",NA
12191,3000,"2016-08-11","1532-6551","NULL","NULL",NA
12192,3000,"2016-08-11","1760-4788","NULL","NULL",NA
12193,3000,"2016-08-11","1573-3688","NULL","NULL",NA
12194,3000,"2016-08-11","2198-6452","NULL","NULL",NA
12195,3000,"2016-08-11","1993-5021","NULL","NULL",NA
12196,3000,"2016-08-11","2194-6698","NULL","NULL",NA
12197,3000,"2016-08-11","1573-2878","NULL","NULL",NA
12198,3000,"2016-08-11","2193-7206","NULL","NULL",NA
12199,3000,"2016-08-11","1573-0417","NULL","NULL",NA
12200,3000,"2016-08-11","2199-2673","NULL","NULL",NA
12201,3000,"2016-08-11","1612-4766","NULL","NULL",NA
12202,3000,"2016-08-11","1939-8042","NULL","NULL",NA
12203,3000,"2016-08-11","2093-6214","NULL","NULL",NA
12204,3000,"2016-08-11","1573-8744","NULL","NULL",NA
12205,3000,"2016-08-11","1863-7345","NULL","NULL",NA
12206,3000,"2016-08-11","1573-0433","NULL","NULL",NA
12207,3000,"2016-08-11","1880-6562","NULL","NULL",NA
12208,3000,"2016-08-11","1877-8755","NULL","NULL",NA
12209,3000,"2016-08-11","1867-0725","NULL","NULL",NA
12210,3000,"2016-08-11","1861-3837","NULL","NULL",NA
12211,3000,"2016-08-11","1435-8107","NULL","NULL",NA
12212,3000,"2016-08-11","1618-0860","NULL","NULL",NA
12213,3000,"2016-08-11","1936-6469","NULL","NULL",NA
12214,3000,"2016-08-11","1572-8935","NULL","NULL",NA
12215,3000,"2016-08-11","1572-8900","NULL","NULL",NA
12216,3000,"2016-08-11","1874-7876","NULL","NULL",NA
12217,3000,"2016-08-11","1432-1475","NULL","NULL",NA
12218,3000,"2016-08-11","1835-9469","NULL","NULL",NA
12219,3000,"2016-08-11","1573-4854","NULL","NULL",NA
12220,3000,"2016-08-11","1573-6547","NULL","NULL",NA
12221,3000,"2016-08-11","1573-0441","NULL","NULL",NA
12222,3000,"2016-08-11","1662-999X","NULL","NULL",NA
12223,3000,"2016-08-11","1573-6555","NULL","NULL",NA
12224,3000,"2016-08-11","1573-3505","NULL","NULL",NA
12225,3000,"2016-08-11","1613-2238","NULL","NULL",NA
12226,3000,"2016-08-11","1573-7799","NULL","NULL",NA
12227,3000,"2016-08-11","2364-1045","NULL","NULL",NA
12228,3000,"2016-08-11","2196-8837","NULL","NULL",NA
12229,3000,"2016-08-11","1948-7908","NULL","NULL",NA
12230,3000,"2016-08-11","1588-2780","NULL","NULL",NA
12231,3000,"2016-08-11","1573-6563","NULL","NULL",NA
12232,3000,"2016-08-11","1573-045X","NULL","NULL",NA
12233,3000,"2016-08-11","1861-8219","NULL","NULL",NA
12234,3000,"2016-08-11","1573-0468","NULL","NULL",NA
12235,3000,"2016-08-11","2199-4676","NULL","NULL",NA
12236,3000,"2016-08-11","1573-6571","NULL","NULL",NA
12237,3000,"2016-08-11","2199-4625","NULL","NULL",NA
12238,3000,"2016-08-11","1573-0476","NULL","NULL",NA
12239,3000,"2016-08-11","1863-2491","NULL","NULL",NA
12240,3000,"2016-08-11","1099-1425","NULL","NULL",NA
12241,3000,"2016-08-11","1573-1839","NULL","NULL",NA
12242,3000,"2016-08-11","1573-1847","NULL","NULL",NA
12243,3000,"2016-08-11","1573-7691","NULL","NULL",NA
12244,3000,"2016-08-11","1573-157X","NULL","NULL",NA
12245,3000,"2016-08-11","1939-8115","NULL","NULL",NA
12246,3000,"2016-08-11","2199-6873","NULL","NULL",NA
12247,3000,"2016-08-11","1614-7480","NULL","NULL",NA
12248,3000,"2016-08-11","1573-4846","NULL","NULL",NA
12249,3000,"2016-08-11","1433-0768","NULL","NULL",NA
12250,3000,"2016-08-11","1572-8927","NULL","NULL",NA
12251,3000,"2016-08-11","1572-9613","NULL","NULL",NA
12252,3000,"2016-08-11","1570-0267","NULL","NULL",NA
12253,3000,"2016-08-11","1573-0484","NULL","NULL",NA
12254,3000,"2016-08-11","1557-1947","NULL","NULL",NA
12255,3000,"2016-08-11","1558-9293","NULL","NULL",NA
12256,3000,"2016-08-11","2199-3831","NULL","NULL",NA
12257,3000,"2016-08-11","2366-5963","NULL","NULL",NA
12258,3000,"2016-08-11","1573-7047","NULL","NULL",NA
12259,3000,"2016-08-11","1572-9230","NULL","NULL",NA
12260,3000,"2016-08-11","1588-2926","NULL","NULL",NA
12261,3000,"2016-08-11","1993-033X","NULL","NULL",NA
12262,3000,"2016-08-11","1544-1016","NULL","NULL",NA
12263,3000,"2016-08-11","1573-742X","NULL","NULL",NA
12264,3000,"2016-08-11","1938-775X","NULL","NULL",NA
12265,3000,"2016-08-11","1876-7931","NULL","NULL",NA
12266,3000,"2016-08-11","1468-2869","NULL","NULL",NA
12267,3000,"2016-08-11","1573-0492","NULL","NULL",NA
12268,3000,"2016-08-11","1875-8975","NULL","NULL",NA
12269,3000,"2016-08-11","1611-4663","NULL","NULL",NA
12270,3000,"2016-08-11","1573-7802","NULL","NULL",NA
12271,3000,"2016-08-11","1573-6601","NULL","NULL",NA
12272,3000,"2016-08-11","1864-9726","NULL","NULL",NA
12273,3000,"2016-08-11","1874-933X","NULL","NULL",NA
12274,3000,"2016-08-11","1433-7347","NULL","NULL",NA
12275,3000,"2016-08-11","0219-3116","NULL","NULL",NA
12276,3000,"2016-08-11","2196-4424","NULL","NULL",NA
12277,3000,"2016-08-11","1860-188X","NULL","NULL",NA
12278,3000,"2016-08-11","1572-9761","NULL","NULL",NA
12279,3000,"2016-08-11","1612-5118","NULL","NULL",NA
12280,3000,"2016-08-11","1435-2451","NULL","NULL",NA
12281,3000,"2016-08-11","1573-1863","NULL","NULL",NA
12282,3000,"2016-08-11","1574-0218","NULL","NULL",NA
12283,3000,"2016-08-11","2196-7237","NULL","NULL",NA
12284,3000,"2016-08-11","1435-604X","NULL","NULL",NA
12285,3000,"2016-08-11","1572-8617","NULL","NULL",NA
12286,3000,"2016-08-11","1573-0522","NULL","NULL",NA
12287,3000,"2016-08-11","1543-4508","NULL","NULL",NA
12288,3000,"2016-08-11","1573-1855","NULL","NULL",NA
12289,3000,"2016-08-11","1720-8351","NULL","NULL",NA
12290,3000,"2016-08-11","2281-5937","NULL","NULL",NA
12291,3000,"2016-08-11","1573-0530","NULL","NULL",NA
12292,3000,"2016-08-11","1864-404X","NULL","NULL",NA
12293,3000,"2016-08-11","2197-4306","NULL","NULL",NA
12294,3000,"2016-08-11","1572-9249","NULL","NULL",NA
12295,3000,"2016-08-11","1439-863X","NULL","NULL",NA
12296,3000,"2016-08-11","1573-0549","NULL","NULL",NA
12297,3000,"2016-08-11","1558-9307","NULL","NULL",NA
12298,3000,"2016-08-11","1573-8825","NULL","NULL",NA
12299,3000,"2016-08-11","1572-8625","NULL","NULL",NA
12300,3000,"2016-08-11","1970-6812","NULL","NULL",NA
12301,3000,"2016-08-11","1661-8300","NULL","NULL",NA
12302,3000,"2016-08-11","1432-1750","NULL","NULL",NA
12303,3000,"2016-08-11","1573-0565","NULL","NULL",NA
12304,3000,"2016-08-11","1573-0573","NULL","NULL",NA
12305,3000,"2016-08-11","1432-1769","NULL","NULL",NA
12306,3000,"2016-08-11","1352-8661","NULL","NULL",NA
12307,3000,"2016-08-11","2199-241X","NULL","NULL",NA
12308,3000,"2016-08-11","1432-1777","NULL","NULL",NA
12309,3000,"2016-08-11","1861-8901","NULL","NULL",NA
12310,3000,"2016-08-11","2198-1639","NULL","NULL",NA
12311,3000,"2016-08-11","2366-6137","NULL","NULL",NA
12312,3000,"2016-08-11","1433-0466","NULL","NULL",NA
12313,3000,"2016-08-11","1432-1785","NULL","NULL",NA
12314,3000,"2016-08-11","1867-1624","NULL","NULL",NA
12315,3000,"2016-08-11","1432-1793","NULL","NULL",NA
12316,3000,"2016-08-11","1436-2236","NULL","NULL",NA
12317,3000,"2016-08-11","1573-0581","NULL","NULL",NA
12318,3000,"2016-08-11","2199-4749","NULL","NULL",NA
12319,3000,"2016-08-11","1573-059X","NULL","NULL",NA
12320,3000,"2016-08-11","1871-6873","NULL","NULL",NA
12321,3000,"2016-08-11","1573-6628","NULL","NULL",NA
12322,3000,"2016-08-11","1874-8953","NULL","NULL",NA
12323,3000,"2016-08-11","1866-7414","NULL","NULL",NA
12324,3000,"2016-08-11","1432-5217","NULL","NULL",NA
12325,3000,"2016-08-11","1572-9656","NULL","NULL",NA
12326,3000,"2016-08-11","1436-4646","NULL","NULL",NA
12327,3000,"2016-08-11","1867-2957","NULL","NULL",NA
12328,3000,"2016-08-11","1661-8289","NULL","NULL",NA
12329,3000,"2016-08-11","1435-568X","NULL","NULL",NA
12330,3000,"2016-08-11","2211-050X","NULL","NULL",NA
12331,3000,"2016-08-11","1862-9660","NULL","NULL",NA
12332,3000,"2016-08-11","1432-1807","NULL","NULL",NA
12333,3000,"2016-08-11","1432-1815","NULL","NULL",NA
12334,3000,"2016-08-11","1432-1823","NULL","NULL",NA
12335,3000,"2016-08-11","1572-9648","NULL","NULL",NA
12336,3000,"2016-08-11","1573-2738","NULL","NULL",NA
12337,3000,"2016-08-11","1741-0444","NULL","NULL",NA
12338,3000,"2016-08-11","1432-1831","NULL","NULL",NA
12339,3000,"2016-08-11","1559-131X","NULL","NULL",NA
12340,3000,"2016-08-11","2156-8650","NULL","NULL",NA
12341,3000,"2016-08-11","1554-8120","NULL","NULL",NA
12342,3000,"2016-08-11","1572-8633","NULL","NULL",NA
12343,3000,"2016-08-11","1660-5454","NULL","NULL",NA
12344,3000,"2016-08-11","1863-5490","NULL","NULL",NA
12345,3000,"2016-08-11","2193-6226","NULL","NULL",NA
12346,3000,"2016-08-11","1433-8629","NULL","NULL",NA
12347,3000,"2016-08-11","1865-9292","NULL","NULL",NA
12348,3000,"2016-08-11","1865-5076","NULL","NULL",NA
12349,3000,"2016-08-11","1532-5946","NULL","NULL",NA
12350,3000,"2016-08-11","1573-7365","NULL","NULL",NA
12351,3000,"2016-08-11","1573-3890","NULL","NULL",NA
12352,3000,"2016-08-11","1556-1631","NULL","NULL",NA
12353,3000,"2016-08-11","2192-9270","NULL","NULL",NA
12354,3000,"2016-08-11","1543-1940","NULL","NULL",NA
12355,3000,"2016-08-11","1543-1916","NULL","NULL",NA
12356,3000,"2016-08-11","2196-2944","NULL","NULL",NA
12357,3000,"2016-08-11","1467-9981","NULL","NULL",NA
12358,3000,"2016-08-11","1436-5065","NULL","NULL",NA
12359,3000,"2016-08-11","1573-7713","NULL","NULL",NA
12360,3000,"2016-08-11","1435-926X","NULL","NULL",NA
12361,3000,"2016-08-11","2281-695X","NULL","NULL",NA
12362,3000,"2016-08-11","1432-184X","NULL","NULL",NA
12363,3000,"2016-08-11","1436-5073","NULL","NULL",NA
12364,3000,"2016-08-11","1613-4990","NULL","NULL",NA
12365,3000,"2016-08-11","1875-0494","NULL","NULL",NA
12366,3000,"2016-08-11","1432-1858","NULL","NULL",NA
12367,3000,"2016-08-11","1424-9294","NULL","NULL",NA
12368,3000,"2016-08-11","1860-1839","NULL","NULL",NA
12369,3000,"2016-08-11","1868-8535","NULL","NULL",NA
12370,3000,"2016-08-11","1572-8641","NULL","NULL",NA
12371,3000,"2016-08-11","1616-1068","NULL","NULL",NA
12372,3000,"2016-08-11","2191-2211","NULL","NULL",NA
12373,3000,"2016-08-11","1432-1866","NULL","NULL",NA
12374,3000,"2016-08-11","1438-1168","NULL","NULL",NA
12375,3000,"2016-08-11","1573-1871","NULL","NULL",NA
12376,3000,"2016-08-11","1573-1596","NULL","NULL",NA
12377,3000,"2016-08-11","1865-9667","NULL","NULL",NA
12378,3000,"2016-08-11","1572-8153","NULL","NULL",NA
12379,3000,"2016-08-11","2363-6211","NULL","NULL",NA
12380,3000,"2016-08-11","1573-4978","NULL","NULL",NA
12381,3000,"2016-08-11","1559-0305","NULL","NULL",NA
12382,3000,"2016-08-11","1572-9788","NULL","NULL",NA
12383,3000,"2016-08-11","1573-4919","NULL","NULL",NA
12384,3000,"2016-08-11","1179-2000","NULL","NULL",NA
12385,3000,"2016-08-11","1573-501X","NULL","NULL",NA
12386,3000,"2016-08-11","1617-4623","NULL","NULL",NA
12387,3000,"2016-08-11","1860-2002","NULL","NULL",NA
12388,3000,"2016-08-11","1559-1182","NULL","NULL",NA
12389,3000,"2016-08-11","1836-6716","NULL","NULL",NA
12390,3000,"2016-08-11","1433-0474","NULL","NULL",NA
12391,3000,"2016-08-11","1871-5656","NULL","NULL",NA
12392,3000,"2016-08-11","1573-6644","NULL","NULL",NA
12393,3000,"2016-08-11","1573-272X","NULL","NULL",NA
12394,3000,"2016-08-11","1573-0824","NULL","NULL",NA
12395,3000,"2016-08-11","1432-1882","NULL","NULL",NA
12396,3000,"2016-08-11","1573-7721","NULL","NULL",NA
12397,3000,"2016-08-11","2035-5114","NULL","NULL",NA
12398,3000,"2016-08-11","1861-8952","NULL","NULL",NA
12399,3000,"2016-08-11","1573-0832","NULL","NULL",NA
12400,3000,"2016-08-11","1432-1890","NULL","NULL",NA
12401,3000,"2016-08-11","1867-1632","NULL","NULL",NA
12402,3000,"2016-08-11","1998-0000","NULL","NULL",NA
12403,3000,"2016-08-11","1871-4765","NULL","NULL",NA
12404,3000,"2016-08-11","2365-6387","NULL","NULL",NA
12405,3000,"2016-08-11","2250-1754","NULL","NULL",NA
12406,3000,"2016-08-11","1439-0515","NULL","NULL",NA
12407,3000,"2016-08-11","1572-9796","NULL","NULL",NA
12408,3000,"2016-08-11","1573-0840","NULL","NULL",NA
12409,3000,"2016-08-11","1573-0859","NULL","NULL",NA
12410,3000,"2016-08-11","1572-865X","NULL","NULL",NA
12411,3000,"2016-08-11","1573-8981","NULL","NULL",NA
12412,3000,"2016-08-11","1432-1912","NULL","NULL",NA
12413,3000,"2016-08-11","1588-2810","NULL","NULL",NA
12414,3000,"2016-08-11","1572-8668","NULL","NULL",NA
12415,3000,"2016-08-11","1678-8052","NULL","NULL",NA
12416,3000,"2016-08-11","1862-0418","NULL","NULL",NA
12417,3000,"2016-08-11","1433-0407","NULL","NULL",NA
12418,3000,"2016-08-11","1741-6191","NULL","NULL",NA
12419,3000,"2016-08-11","1573-7071","NULL","NULL",NA
12420,3000,"2016-08-11","2192-6670","NULL","NULL",NA
12421,3000,"2016-08-11","1572-9427","NULL","NULL",NA
12422,3000,"2016-08-11","1433-3058","NULL","NULL",NA
12423,3000,"2016-08-11","1573-773X","NULL","NULL",NA
12424,3000,"2016-08-11","1573-6903","NULL","NULL",NA
12425,3000,"2016-08-11","1556-0961","NULL","NULL",NA
12426,3000,"2016-08-11","1874-5504","NULL","NULL",NA
12427,3000,"2016-08-11","1364-6753","NULL","NULL",NA
12428,3000,"2016-08-11","1559-0089","NULL","NULL",NA
12429,3000,"2016-08-11","1590-3478","NULL","NULL",NA
12430,3000,"2016-08-11","1559-1174","NULL","NULL",NA
12431,3000,"2016-08-11","2194-1327","NULL","NULL",NA
12432,3000,"2016-08-11","1573-6660","NULL","NULL",NA
12433,3000,"2016-08-11","1432-1920","NULL","NULL",NA
12434,3000,"2016-08-11","1995-8218","NULL","NULL",NA
12435,3000,"2016-08-11","1437-2320","NULL","NULL",NA
12436,3000,"2016-08-11","1878-7479","NULL","NULL",NA
12437,3000,"2016-08-11","1476-3524","NULL","NULL",NA
12438,3000,"2016-08-11","1573-5095","NULL","NULL",NA
12439,3000,"2016-08-11","2199-4714","NULL","NULL",NA
12440,3000,"2016-08-11","1522-4600","NULL","NULL",NA
12441,3000,"2016-08-11","1420-9004","NULL","NULL",NA
12442,3000,"2016-08-11","1573-269X","NULL","NULL",NA
12443,3000,"2016-08-11","1436-0578","NULL","NULL",NA
12444,3000,"2016-08-11","1869-3482","NULL","NULL",NA
12445,3000,"2016-08-11","2210-3147","NULL","NULL",NA
12446,3000,"2016-08-11","1572-9265","NULL","NULL",NA
12447,3000,"2016-08-11","0945-3245","NULL","NULL",NA
12448,3000,"2016-08-11","1573-0867","NULL","NULL",NA
12449,3000,"2016-08-11","1708-0428","NULL","NULL",NA
12450,3000,"2016-08-11","1616-7228","NULL","NULL",NA
12451,3000,"2016-08-11","2005-7172","NULL","NULL",NA
12452,3000,"2016-08-11","1432-1939","NULL","NULL",NA
12453,3000,"2016-08-11","1765-2839","NULL","NULL",NA
12454,3000,"2016-08-11","1433-0415","NULL","NULL",NA
12455,3000,"2016-08-11","1573-708X","NULL","NULL",NA
12456,3000,"2016-08-11","1866-1505","NULL","NULL",NA
12457,3000,"2016-08-11","1936-9743","NULL","NULL",NA
12458,3000,"2016-08-11","1433-0423","NULL","NULL",NA
12459,3000,"2016-08-11","1572-817X","NULL","NULL",NA
12460,3000,"2016-08-11","1349-9432","NULL","NULL",NA
12461,3000,"2016-08-11","1573-2924","NULL","NULL",NA
12462,3000,"2016-08-11","1862-4480","NULL","NULL",NA
12463,3000,"2016-08-11","1436-6304","NULL","NULL",NA
12464,3000,"2016-08-11","1865-1569","NULL","NULL",NA
12465,3000,"2016-08-11","1613-9674","NULL","NULL",NA
12466,3000,"2016-08-11","1572-9273","NULL","NULL",NA
12467,3000,"2016-08-11","1879-4246","NULL","NULL",NA
12468,3000,"2016-08-11","1862-2577","NULL","NULL",NA
12469,3000,"2016-08-11","1618-1077","NULL","NULL",NA
12470,3000,"2016-08-11","2211-1069","NULL","NULL",NA
12471,3000,"2016-08-11","1573-0875","NULL","NULL",NA
12472,3000,"2016-08-11","1433-2965","NULL","NULL",NA
12473,3000,"2016-08-11","1573-4889","NULL","NULL",NA
12474,3000,"2016-08-11","1611-2504","NULL","NULL",NA
12475,3000,"2016-08-11","1867-1608","NULL","NULL",NA
12476,3000,"2016-08-11","1432-1955","NULL","NULL",NA
12477,3000,"2016-08-11","1573-6679","NULL","NULL",NA
12478,3000,"2016-08-11","1432-1963","NULL","NULL",NA
12479,3000,"2016-08-11","1532-2807","NULL","NULL",NA
12480,3000,"2016-08-11","1178-1661","NULL","NULL",NA
12481,3000,"2016-08-11","1433-755X","NULL","NULL",NA
12482,3000,"2016-08-11","1432-1971","NULL","NULL",NA
12483,3000,"2016-08-11","1179-2019","NULL","NULL",NA
12484,3000,"2016-08-11","1432-198X","NULL","NULL",NA
12485,3000,"2016-08-11","1432-1998","NULL","NULL",NA
12486,3000,"2016-08-11","1437-9813","NULL","NULL",NA
12487,3000,"2016-08-11","1936-6450","NULL","NULL",NA
12488,3000,"2016-08-11","1588-2829","NULL","NULL",NA
12489,3000,"2016-08-11","1617-4917","NULL","NULL",NA
12490,3000,"2016-08-11","1179-1993","NULL","NULL",NA
12491,3000,"2016-08-11","1573-904X","NULL","NULL",NA
12492,3000,"2016-08-11","1179-2027","NULL","NULL",NA
12493,3000,"2016-08-11","2035-6137","NULL","NULL",NA
12494,3000,"2016-08-11","1989-5453","NULL","NULL",NA
12495,3000,"2016-08-11","1572-8676","NULL","NULL",NA
12496,3000,"2016-08-11","1574-9274","NULL","NULL",NA
12497,3000,"2016-08-11","1573-0883","NULL","NULL",NA
12498,3000,"2016-08-11","2052-9597","NULL","NULL",NA
12499,3000,"2016-08-11","2210-5441","NULL","NULL",NA
12500,3000,"2016-08-11","1572-8188","NULL","NULL",NA
12501,3000,"2016-08-11","1573-5079","NULL","NULL",NA
12502,3000,"2016-08-11","1573-9058","NULL","NULL",NA
12503,3000,"2016-08-11","1432-2021","NULL","NULL",NA
12504,3000,"2016-08-11","1422-6960","NULL","NULL",NA
12505,3000,"2016-08-11","1572-980X","NULL","NULL",NA
12506,3000,"2016-08-11","1876-7184","NULL","NULL",NA
12507,3000,"2016-08-11","1573-7403","NULL","NULL",NA
12508,3000,"2016-08-11","1863-5474","NULL","NULL",NA
12509,3000,"2016-08-11","1432-203X","NULL","NULL",NA
12510,3000,"2016-08-11","1573-5044","NULL","NULL",NA
12511,3000,"2016-08-11","1573-5052","NULL","NULL",NA
12512,3000,"2016-08-11","1573-9104","NULL","NULL",NA
12513,3000,"2016-08-11","1573-5087","NULL","NULL",NA
12514,3000,"2016-08-11","1573-5028","NULL","NULL",NA
12515,3000,"2016-08-11","1572-9818","NULL","NULL",NA
12516,3000,"2016-08-11","2194-7961","NULL","NULL",NA
12517,3000,"2016-08-11","1573-5036","NULL","NULL",NA
12518,3000,"2016-08-11","2199-6881","NULL","NULL",NA
12519,3000,"2016-08-11","1432-2048","NULL","NULL",NA
12520,3000,"2016-08-11","1572-8986","NULL","NULL",NA
12521,3000,"2016-08-11","1557-1963","NULL","NULL",NA
12522,3000,"2016-08-11","1613-6055","NULL","NULL",NA
12523,3000,"2016-08-11","1432-2056","NULL","NULL",NA
12524,3000,"2016-08-11","1573-0891","NULL","NULL",NA
12525,3000,"2016-08-11","1573-6687","NULL","NULL",NA
12526,3000,"2016-08-11","1436-2449","NULL","NULL",NA
12527,3000,"2016-08-11","1438-390X","NULL","NULL",NA
12528,3000,"2016-08-11","1573-7810","NULL","NULL",NA
12529,3000,"2016-08-11","1573-7829","NULL","NULL",NA
12530,3000,"2016-08-11","1617-9838","NULL","NULL",NA
12531,3000,"2016-08-11","1572-9281","NULL","NULL",NA
12532,3000,"2016-08-11","1871-4528","NULL","NULL",NA
12533,3000,"2016-08-11","1572-929X","NULL","NULL",NA
12534,3000,"2016-08-11","1573-1618","NULL","NULL",NA
12535,3000,"2016-08-11","1573-6695","NULL","NULL",NA
12536,3000,"2016-08-11","1610-7365","NULL","NULL",NA
12537,3000,"2016-08-11","1432-2064","NULL","NULL",NA
12538,3000,"2016-08-11","1867-1314","NULL","NULL",NA
12539,3000,"2016-08-11","1613-7574","NULL","NULL",NA
12540,3000,"2016-08-11","2250-1746","NULL","NULL",NA
12541,3000,"2016-08-11","1863-7353","NULL","NULL",NA
12542,3000,"2016-08-11","2363-9520","NULL","NULL",NA
12543,3000,"2016-08-11","2192-6360","NULL","NULL",NA
12544,3000,"2016-08-11","1573-9090","NULL","NULL",NA
12545,3000,"2016-08-11","1573-4943","NULL","NULL",NA
12546,3000,"2016-08-11","1615-6102","NULL","NULL",NA
12547,3000,"2016-08-11","1573-6709","NULL","NULL",NA
12548,3000,"2016-08-11","1938-9728","NULL","NULL",NA
12549,3000,"2016-08-11","2163-3452","NULL","NULL",NA
12550,3000,"2016-08-11","1430-2772","NULL","NULL",NA
12551,3000,"2016-08-11","1860-0980","NULL","NULL",NA
12552,3000,"2016-08-11","1531-5320","NULL","NULL",NA
12553,3000,"2016-08-11","1778-381X","NULL","NULL",NA
12554,3000,"2016-08-11","1432-2072","NULL","NULL",NA
12555,3000,"2016-08-11","2197-9715","NULL","NULL",NA
12556,3000,"2016-08-11","1432-2080","NULL","NULL",NA
12557,3000,"2016-08-11","1613-7604","NULL","NULL",NA
12558,3000,"2016-08-11","1573-7101","NULL","NULL",NA
12559,3000,"2016-08-11","1573-7098","NULL","NULL",NA
12560,3000,"2016-08-11","1613-7159","NULL","NULL",NA
12561,3000,"2016-08-11","1936-4792","NULL","NULL",NA
12562,3000,"2016-08-11","1862-2569","NULL","NULL",NA
12563,3000,"2016-08-11","1420-9136","NULL","NULL",NA
12564,3000,"2016-08-11","1573-9546","NULL","NULL",NA
12565,3000,"2016-08-11","1573-7837","NULL","NULL",NA
12566,3000,"2016-08-11","1662-3592","NULL","NULL",NA
12567,3000,"2016-08-11","1573-2649","NULL","NULL",NA
12568,3000,"2016-08-11","1573-7845","NULL","NULL",NA
12569,3000,"2016-08-11","2366-0147","NULL","NULL",NA
